zip disease count
94526 PNF 8
94964 LIV 1
99999 ALZ 24
90723 SUI 4
95062 ALZ 9
94509 SUI 3
95701 INJ 1
93013 OTH 16
95008 DIA 9
95338 NEP 2
96086 NEP 0
95113 HYP 1
92843 LIV 3
93960 CLD 4
95128 ALZ 11
95446 OTH 11
90007 LIV 3
91101 DIA 0
94599 CAN 31
95833 ALZ 2
92121 INJ 0
92264 CLD 16
90601 STK 17
94060 DIA 0
95426 HTD 4
92806 DIA 3
96027 DIA 0
92863 NEP 0
95140 OTH 0
95127 STK 12
93041 HYP 0
95046 NEP 0
95316 HOM 0
94952 HTD 66
90744 INJ 13
92104 PNF 6
91803 CAN 44
95224 ALZ 0
93905 HOM 0
91361 HOM 0
94024 SUI 3
94086 PNF 8
93518 SUI 0
95148 PNF 7
92139 PNF 2
93235 HOM 0
92058 CLD 6
92879 DIA 2
92715 HOM 0
90042 NEP 0
95822 LIV 6
91207 HYP 0
95007 DIA 0
96118 INJ 1
93606 HOM 1
92104 CLD 13
91792 CLD 2
92036 ALZ 0
96022 SUI 2
92823 OTH 1
93256 HOM 0
94043 DIA 1
92543 ALZ 17
93611 CLD 10
96051 NEP 0
93444 LIV 1
93701 HOM 2
95690 CLD 2
95215 CAN 40
90230 PNF 6
91321 STK 11
92602 PNF 1
99999 HOM 0
91710 HOM 3
95736 SUI 1
93611 SUI 2
95247 SUI 1
94506 STK 4
94588 HYP 1
91214 STK 21
95524 LIV 0
95301 CAN 51
90265 ALZ 1
95722 HYP 0
90035 NEP 2
92843 INJ 12
91108 CAN 24
93555 SUI 4
92055 PNF 9
92316 ALZ 2
90305 CLD 3
96134 LIV 0
95548 SUI 0
91963 OTH 1
95823 HTD 110
96151 CAN 6
91766 DIA 9
94521 HYP 5
93908 HYP 1
95547 INJ 0
92626 PNF 15
92274 STK 6
92307 CLD 28
95436 SUI 0
90058 OTH 0
90746 PNF 2
93022 OTH 8
92399 STK 39
91020 DIA 2
95688 HOM 0
93653 HOM 0
90810 OTH 30
93041 CLD 7
91801 ALZ 6
91207 CAN 26
95960 INJ 1
91950 STK 27
96008 INJ 2
92320 OTH 22
93223 HOM 0
90018 INJ 9
92329 INJ 4
92009 NEP 0
95973 ALZ 16
95110 OTH 19
94544 STK 35
94536 HOM 1
93208 HYP 0
92117 INJ 5
92844 STK 12
93455 INJ 19
95449 HOM 0
95552 HYP 1
95963 CAN 28
92606 SUI 1
94710 ALZ 0
96048 HTD 3
92391 CLD 0
92121 NEP 0
92315 HTD 19
95551 ALZ 0
91377 DIA 1
92823 PNF 0
95380 HTD 76
95366 HTD 23
95833 CLD 10
92260 HTD 117
95420 CAN 1
93651 HTD 2
92553 STK 19
92114 HYP 4
93207 LIV 0
92655 CAN 13
94111 OTH 2
95232 CLD 0
92866 CLD 5
95240 HTD 149
95663 HTD 5
93727 SUI 2
93527 HTD 6
94005 OTH 4
90405 PNF 7
90017 OTH 14
94123 ALZ 2
93614 NEP 0
90717 DIA 2
94571 OTH 17
93240 STK 8
95665 SUI 0
91208 OTH 18
92880 CLD 5
93004 HYP 0
93560 PNF 1
93030 HOM 10
92111 PNF 15
95605 OTH 30
92223 HYP 5
92625 STK 17
90715 CAN 27
94612 HTD 26
95938 PNF 0
93619 HYP 0
95935 PNF 1
95936 ALZ 0
93526 ALZ 0
90304 OTH 16
94066 HTD 81
94087 NEP 0
92590 PNF 0
93523 CAN 1
90211 INJ 6
95111 HYP 3
94574 ALZ 1
95674 INJ 0
95953 STK 11
95714 HOM 0
91367 INJ 9
95361 HTD 78
93940 STK 32
94619 STK 22
91364 PNF 5
91367 HYP 3
94612 NEP 0
91745 SUI 3
91354 ALZ 3
95501 CAN 51
90032 CAN 72
91360 HTD 121
92382 CLD 1
95932 STK 2
92591 CLD 5
91737 HOM 0
94114 CLD 6
94569 CLD 2
95319 PNF 1
90740 HYP 6
92548 STK 5
91745 PNF 10
95032 HOM 0
95436 ALZ 6
92879 ALZ 6
91915 INJ 2
92021 DIA 25
94587 PNF 20
95645 INJ 0
90731 NEP 9
95553 HOM 0
92587 NEP 0
92236 DIA 9
95321 CAN 10
91046 NEP 0
96073 DIA 0
92806 INJ 9
91740 HYP 5
95917 DIA 1
93277 INJ 15
90006 OTH 34
92110 OTH 44
92374 HOM 0
91504 CAN 34
95129 PNF 6
96069 STK 1
93283 CAN 18
91741 PNF 6
93722 HTD 81
92802 HOM 0
90732 ALZ 19
91350 SUI 1
94542 INJ 2
95357 NEP 0
95671 INJ 0
91710 ALZ 12
95640 CLD 2
95688 HYP 0
90046 HTD 124
93704 OTH 43
95410 LIV 0
90014 OTH 14
92708 CAN 108
93247 STK 4
95842 HTD 51
93906 SUI 3
95351 CLD 20
96113 HYP 0
91950 HOM 3
92056 CLD 34
90808 PNF 17
93105 CAN 60
92118 CLD 10
93604 HYP 0
93422 HTD 41
93662 HYP 5
95404 STK 28
95472 CLD 10
93604 HYP 0
92363 DIA 2
95258 LIV 0
92555 HOM 3
92110 NEP 2
93630 CAN 16
95424 PNF 0
93532 OTH 5
91331 INJ 21
94305 NEP 0
93212 HYP 1
92807 LIV 2
92078 INJ 25
94531 LIV 2
93291 PNF 2
94577 CLD 12
92656 HOM 0
93544 STK 1
92835 CLD 17
95834 OTH 7
91916 HOM 0
95682 CAN 60
93207 CLD 1
96065 PNF 0
92507 CLD 15
93531 LIV 1
92373 DIA 9
91931 HTD 1
92581 INJ 1
96019 CAN 19
95368 HOM 0
96114 INJ 1
91204 HOM 0
96038 HOM 0
95134 NEP 0
95631 PNF 1
95820 DIA 5
95247 SUI 2
90601 STK 15
95712 DIA 1
96107 OTH 0
95119 HYP 0
93555 NEP 4
95955 HOM 0
94515 OTH 5
94107 HYP 0
94115 LIV 6
94132 CLD 10
91604 HTD 64
95503 INJ 14
93306 INJ 16
93250 NEP 0
93030 OTH 95
94506 ALZ 10
90021 HYP 0
90303 PNF 5
94086 HTD 66
92707 CLD 12
92054 STK 14
94104 ALZ 0
93242 HOM 0
91601 LIV 4
92083 NEP 0
93409 DIA 0
91950 SUI 5
93703 NEP 0
94105 INJ 0
95957 LIV 0
90715 CLD 3
93268 SUI 4
94014 PNF 8
90720 HOM 1
95969 INJ 35
95821 CLD 18
95425 CLD 5
93646 SUI 1
92252 PNF 2
91335 LIV 6
94578 ALZ 3
93460 SUI 0
91345 PNF 4
93306 HTD 122
93205 NEP 0
91789 ALZ 8
95366 DIA 6
91423 CLD 8
95321 PNF 0
93221 INJ 8
95638 CAN 1
95242 NEP 4
95457 ALZ 0
95125 SUI 5
90222 DIA 5
92070 CLD 0
92879 OTH 44
90220 LIV 5
92694 CAN 7
92234 INJ 15
94708 DIA 0
95386 HTD 26
94132 PNF 11
94116 INJ 18
93606 NEP 0
92677 PNF 4
96088 NEP 0
90025 CLD 14
95380 SUI 5
90621 HOM 1
95457 SUI 2
91741 STK 17
95140 ALZ 1
92604 PNF 4
90023 STK 16
93620 STK 7
94611 CLD 12
91906 ALZ 1
92592 CLD 11
91710 OTH 72
94133 NEP 0
91401 STK 23
93650 NEP 0
92883 LIV 2
93657 HTD 63
90712 OTH 44
90745 LIV 10
91020 ALZ 2
95112 CLD 9
95121 CAN 30
95320 CAN 33
93706 NEP 0
94568 HYP 4
95519 HYP 0
91606 STK 10
95674 CAN 2
95129 OTH 31
92675 PNF 6
95922 DIA 0
90024 DIA 4
91502 NEP 2
93257 DIA 14
92633 OTH 2
95765 CLD 6
94518 DIA 5
94920 DIA 0
95519 CAN 24
92395 ALZ 5
96150 SUI 4
94702 NEP 0
92273 INJ 0
92126 CLD 10
95521 LIV 2
91506 HTD 53
95527 CAN 0
94970 SUI 1
92865 DIA 6
95935 HOM 0
95354 ALZ 8
93001 HOM 0
93247 HTD 26
93646 SUI 0
92585 LIV 0
93224 SUI 0
92835 STK 14
93212 LIV 1
91208 ALZ 2
94619 ALZ 6
90037 HOM 0
94708 HOM 1
92866 LIV 1
96027 STK 2
96013 CAN 12
92880 CAN 22
90034 HOM 7
94112 CLD 27
94539 HYP 1
91760 OTH 1
92701 CLD 4
99999 PNF 48
91792 HYP 3
92643 CAN 1
92307 HYP 5
94607 STK 18
90013 DIA 4
94591 NEP 0
95138 OTH 5
94025 STK 40
95118 CAN 41
95747 HYP 0
95232 NEP 0
90038 SUI 1
90255 HOM 0
93015 CAN 17
95460 OTH 4
93463 CLD 5
95821 LIV 6
90807 STK 35
93219 INJ 1
92253 HOM 2
92249 LIV 0
93215 NEP 0
90248 NEP 0
90014 PNF 3
92868 INJ 8
92223 ALZ 12
90740 SUI 1
95210 HOM 0
92346 HOM 3
92508 LIV 2
91303 PNF 2
95747 LIV 1
90301 CLD 6
93449 PNF 1
95367 INJ 8
92117 STK 18
92130 HYP 3
95762 CAN 32
95543 LIV 0
92614 PNF 0
95685 SUI 1
95355 CLD 23
92377 DIA 2
94606 HYP 4
92322 HTD 2
92236 HOM 2
92399 LIV 5
93424 PNF 0
95354 NEP 0
92117 DIA 5
92320 ALZ 5
90021 DIA 0
93254 STK 0
91401 PNF 11
90715 STK 6
92672 STK 16
95693 PNF 2
91801 OTH 52
91780 LIV 4
93720 INJ 10
92059 CAN 2
95228 ALZ 0
95949 HTD 48
94952 NEP 0
90006 NEP 0
92123 STK 21
91352 ALZ 0
93001 NEP 0
92868 NEP 0
95319 STK 0
94564 PNF 3
90808 INJ 4
92676 HYP 0
93510 INJ 1
90012 LIV 2
95073 HYP 0
92264 CAN 66
92587 SUI 2
95825 PNF 14
95410 HOM 0
94025 SUI 6
92582 INJ 0
95762 NEP 2
92509 NEP 4
95567 OTH 3
91361 SUI 3
95821 CLD 22
92369 LIV 0
95972 INJ 0
95664 INJ 0
95681 CAN 2
95645 PNF 0
93427 HOM 0
92686 DIA 0
90018 CLD 19
94618 DIA 1
92518 ALZ 1
91006 NEP 0
92620 OTH 28
95648 INJ 4
94541 CLD 27
95501 NEP 1
95330 DIA 2
92173 PNF 1
90802 CLD 10
94014 HYP 4
93033 INJ 19
95642 ALZ 6
95428 CLD 0
95630 ALZ 16
91710 HOM 2
90039 ALZ 3
92835 OTH 45
95482 INJ 20
94065 OTH 5
92612 PNF 7
91775 HOM 0
91011 CAN 40
95224 ALZ 0
92404 HOM 8
91362 PNF 6
90293 OTH 10
95658 HTD 21
95210 STK 23
93615 HTD 3
92113 CAN 60
92314 ALZ 3
95323 LIV 0
93630 INJ 6
92009 CAN 58
95521 OTH 30
95320 OTH 12
96151 SUI 0
95045 HOM 0
91016 HTD 79
92821 PNF 7
92284 ALZ 8
94558 CLD 31
94610 PNF 5
94131 LIV 0
95827 OTH 33
92262 INJ 19
92308 CAN 116
91911 INJ 22
92359 HYP 1
95019 ALZ 0
94502 SUI 2
94804 HOM 0
95633 CLD 3
90815 ALZ 17
96069 INJ 1
92861 CAN 13
95130 HOM 0
96069 LIV 1
90246 PNF 0
90038 INJ 2
91010 DIA 5
90814 HYP 3
95683 HTD 15
94947 NEP 0
95065 DIA 3
92161 INJ 0
95387 ALZ 0
95621 CLD 30
92259 CAN 0
95388 DIA 2
95546 SUI 2
95111 HYP 3
93711 PNF 6
95675 DIA 0
94604 OTH 1
92343 INJ 0
95971 CAN 18
95466 NEP 0
95204 SUI 5
94563 CAN 29
95124 HYP 5
93274 LIV 8
95946 HTD 21
91331 HOM 0
96101 HOM 0
91905 CAN 6
91303 HOM 2
90077 HTD 14
92680 CAN 3
92832 INJ 9
93023 HTD 61
96002 INJ 18
94599 NEP 0
91910 HYP 7
90077 ALZ 2
93239 CLD 0
92570 HOM 0
95827 STK 11
92386 PNF 2
92253 CLD 15
95961 LIV 3
94065 PNF 0
92802 STK 15
92801 LIV 10
91203 ALZ 3
90048 INJ 5
94080 HTD 136
92372 HTD 13
95323 DIA 0
93235 CLD 0
93616 HYP 0
95134 SUI 1
95369 NEP 0
95829 HYP 3
93432 CLD 4
95461 PNF 0
95051 INJ 3
91722 LIV 4
95005 DIA 0
95987 STK 3
92210 PNF 1
92386 HOM 0
95602 ALZ 13
93657 NEP 0
92617 CAN 0
92393 STK 0
94708 STK 7
94552 HOM 0
95138 OTH 3
94502 STK 4
95823 LIV 9
92673 STK 6
95111 CAN 52
94544 HTD 100
92882 CAN 77
93250 SUI 0
92057 INJ 13
91724 HTD 55
93618 OTH 32
91020 INJ 1
91760 LIV 2
93650 DIA 2
92056 HOM 1
99998 SUI 35
95310 SUI 1
94965 SUI 3
95330 HYP 1
95691 HOM 0
93234 ALZ 0
90602 SUI 1
95358 OTH 31
95937 NEP 0
90401 DIA 2
92620 LIV 2
95307 LIV 4
93015 CLD 4
92557 PNF 5
95225 HOM 0
96024 CLD 0
91103 SUI 6
92203 NEP 2
92548 OTH 10
94610 HOM 2
94515 CAN 15
92572 HOM 0
94510 HYP 0
91345 CLD 8
96003 PNF 19
90713 STK 14
95935 HOM 0
90755 INJ 1
92029 ALZ 11
96039 OTH 2
90742 PNF 0
92113 PNF 4
90503 SUI 5
96084 HOM 0
91302 INJ 3
90027 DIA 8
96034 CAN 2
95501 CAN 58
93402 PNF 3
92629 SUI 0
95982 ALZ 0
90814 NEP 0
96025 PNF 3
92139 NEP 0
95962 OTH 1
95123 LIV 4
96075 ALZ 1
92101 STK 11
93440 CLD 0
93266 PNF 0
96080 PNF 7
93562 INJ 1
94402 HOM 0
95638 HOM 0
93401 OTH 57
95437 NEP 0
95365 HYP 0
90710 OTH 24
95054 SUI 0
90501 ALZ 3
95307 HTD 75
93650 INJ 0
95677 HTD 48
95528 INJ 1
94089 PNF 6
92264 DIA 6
93591 HYP 0
94305 STK 1
91911 INJ 18
92536 PNF 1
93021 CAN 23
96024 PNF 1
93725 HTD 40
95630 HYP 7
95242 HOM 1
96019 OTH 21
93650 SUI 0
92259 INJ 0
92806 CLD 9
94530 HYP 5
91932 DIA 2
96104 HYP 0
94930 CLD 5
91325 DIA 7
91105 NEP 0
96143 HYP 0
95122 CLD 8
92880 PNF 2
95401 HOM 0
91963 OTH 2
90069 HTD 47
94117 SUI 3
95472 PNF 8
96151 STK 3
92325 HOM 1
92010 SUI 0
94511 CAN 10
92630 NEP 0
95640 CLD 6
92397 DIA 0
94609 DIA 6
92282 INJ 0
95054 SUI 3
90255 STK 13
91752 ALZ 5
95547 SUI 0
95638 CLD 1
92025 NEP 3
92506 HOM 0
92118 HYP 1
90723 NEP 0
92316 OTH 37
95823 LIV 8
91748 DIA 12
93591 INJ 7
95552 NEP 0
94535 ALZ 0
95421 NEP 0
95982 HOM 0
95926 NEP 0
95589 ALZ 0
94585 INJ 6
95006 CAN 17
94619 HOM 2
94526 NEP 0
92376 NEP 8
92694 NEP 0
92346 LIV 9
91605 CLD 9
93648 DIA 6
90302 HYP 2
91381 SUI 1
90670 NEP 0
93905 LIV 1
91733 SUI 6
90021 SUI 0
92019 STK 10
93280 NEP 1
96086 DIA 0
92701 ALZ 8
93703 PNF 17
91501 OTH 14
92583 INJ 8
95363 CAN 24
95118 NEP 1
94605 CAN 76
95465 DIA 0
94501 OTH 91
90305 HOM 0
91741 DIA 6
90232 HTD 37
94704 OTH 4
93212 SUI 4
95377 PNF 8
94133 SUI 11
95660 ALZ 3
94024 STK 13
95497 LIV 0
94010 HYP 4
91741 HYP 4
93402 DIA 4
95546 HYP 0
92236 HOM 0
92064 STK 22
95225 ALZ 0
94933 HTD 3
95377 STK 3
93702 OTH 71
94564 OTH 24
91324 HTD 56
94563 CLD 5
92404 OTH 100
92610 STK 0
92782 CAN 15
95666 HTD 21
96051 CLD 1
94134 LIV 1
95118 NEP 0
94578 HTD 94
93534 NEP 0
95135 CLD 6
96103 HOM 0
95458 SUI 0
93544 SUI 0
93606 DIA 0
93274 CAN 83
96067 CAN 21
93268 HYP 0
95328 STK 1
95010 NEP 0
95242 PNF 6
92240 STK 18
90740 HTD 115
94511 ALZ 1
90620 ALZ 14
95376 HOM 2
90505 ALZ 15
90015 INJ 1
90807 CLD 15
95689 HTD 4
90670 STK 5
95648 NEP 5
90062 HYP 2
93514 HOM 0
94118 STK 21
92641 LIV 0
94027 CLD 1
94945 SUI 2
94509 INJ 19
95832 STK 6
94030 STK 23
90044 INJ 12
95651 CAN 1
95461 SUI 0
92585 NEP 0
90066 CLD 16
91362 HTD 52
92117 CAN 90
95351 CLD 14
92230 CAN 4
95014 NEP 0
92653 NEP 0
92210 HYP 0
95120 CAN 40
95570 SUI 1
92401 CLD 2
95640 CAN 26
93110 HOM 0
94707 NEP 0
90028 ALZ 3
92301 NEP 0
92610 ALZ 0
95525 OTH 4
90014 INJ 7
95632 STK 13
90501 HOM 0
95370 CAN 75
92392 HOM 2
93611 LIV 7
95651 OTH 0
93561 INJ 7
95658 OTH 10
92399 HTD 135
94930 NEP 0
93602 HTD 7
93640 LIV 0
90065 SUI 3
95818 INJ 9
95962 HYP 0
95357 PNF 2
90011 PNF 11
95407 INJ 20
92807 HOM 1
91977 HTD 95
91302 INJ 9
95527 HYP 0
91731 ALZ 2
93222 DIA 0
92870 LIV 6
96023 DIA 0
93427 CLD 2
96052 CLD 2
93256 NEP 0
95358 HTD 53
95926 HOM 0
90005 PNF 10
94964 PNF 0
96008 NEP 0
91711 PNF 7
93711 CAN 68
95351 LIV 8
90293 CAN 16
96096 HTD 4
90015 HYP 1
95629 STK 0
91746 CLD 7
95336 NEP 3
92324 DIA 10
95258 DIA 1
95338 CAN 35
95636 INJ 0
95928 LIV 3
95133 CAN 29
94597 HYP 1
93433 ALZ 3
93280 DIA 9
95358 OTH 30
92113 NEP 1
91306 INJ 10
90002 ALZ 1
95614 HOM 0
95231 CAN 6
94027 NEP 2
94531 DIA 3
92676 PNF 0
95020 CLD 13
94931 HTD 10
92233 PNF 0
92233 DIA 0
95722 HYP 0
94507 PNF 3
95814 CLD 8
93463 INJ 2
93526 HYP 0
92067 ALZ 1
91208 HOM 1
94931 PNF 4
92121 NEP 0
93901 DIA 7
96150 SUI 4
92567 CLD 4
92234 NEP 3
92592 CLD 9
95946 HYP 1
94561 CLD 17
95686 STK 0
93257 HYP 0
95916 ALZ 1
95524 HYP 0
91766 CLD 4
92036 HTD 4
92720 CAN 1
95776 HYP 0
94306 CLD 8
93621 NEP 0
93654 CAN 28
96019 CAN 20
90623 HTD 27
91436 ALZ 4
93725 HTD 37
96050 LIV 0
94957 INJ 0
92356 SUI 2
94107 NEP 2
92879 CAN 46
90746 HYP 0
96137 DIA 0
92091 DIA 1
93657 PNF 4
92843 HTD 54
94947 INJ 5
93527 CLD 0
90603 HTD 60
92274 STK 4
91350 NEP 0
92036 DIA 0
92370 HOM 0
95111 DIA 5
90404 INJ 13
93668 STK 1
90019 OTH 66
90008 ALZ 8
92342 CAN 17
95918 PNF 0
90293 HTD 24
92393 CAN 1
90059 HYP 0
92065 CLD 11
95066 CAN 26
96087 CAN 2
93230 CLD 24
92110 NEP 0
93111 HYP 0
93675 INJ 2
92120 CLD 12
91760 PNF 2
93454 HTD 111
92703 SUI 2
93205 OTH 10
92866 HOM 0
92707 PNF 11
91360 CLD 16
90038 SUI 1
92234 PNF 4
90815 HYP 0
93514 LIV 2
92126 HYP 0
92266 OTH 2
96047 PNF 0
93932 LIV 1
93926 ALZ 4
92581 NEP 0
93243 ALZ 1
99998 ALZ 34
92676 DIA 0
90222 OTH 27
93650 OTH 4
95014 STK 15
90292 LIV 2
95960 OTH 2
92037 CAN 78
91754 LIV 6
92029 INJ 8
94589 SUI 2
96059 CAN 5
95133 ALZ 3
93604 CAN 3
91505 HTD 60
94403 HOM 0
92843 DIA 9
91752 OTH 23
90057 DIA 9
95326 CLD 5
95817 LIV 1
93646 DIA 1
94102 HOM 9
94038 OTH 4
93242 CLD 2
96089 CLD 0
90094 OTH 7
92109 DIA 3
92230 DIA 1
93907 ALZ 3
91780 HOM 0
93430 HOM 0
91042 PNF 7
94514 SUI 0
95971 LIV 1
92123 OTH 36
92845 HOM 0
95917 HOM 0
95306 CAN 0
93230 HTD 118
95070 LIV 5
93230 DIA 18
93955 STK 8
94127 HOM 1
95503 HYP 0
95703 ALZ 1
95605 OTH 28
95476 HTD 98
90212 PNF 4
93307 ALZ 2
92391 INJ 0
93730 CLD 2
95667 HOM 0
95206 HYP 3
93060 HTD 53
94133 PNF 15
90002 CAN 45
95827 DIA 4
96017 LIV 0
92518 PNF 4
92084 OTH 49
95692 CLD 0
95442 NEP 1
92532 STK 1
94085 DIA 1
90262 CAN 55
96003 CLD 44
92553 STK 21
92345 HTD 167
91350 CLD 8
91202 HTD 52
94132 ALZ 6
90067 LIV 0
91745 CLD 9
95642 DIA 0
95246 NEP 0
93111 PNF 4
92161 CAN 5
94530 STK 16
92257 OTH 6
91911 ALZ 10
96003 HOM 1
92643 CLD 2
91752 HYP 1
95662 CLD 18
95442 HTD 6
93501 SUI 0
93646 HTD 6
94107 NEP 0
94556 SUI 1
91307 HYP 1
95919 HYP 0
93267 ALZ 1
95613 ALZ 0
95346 INJ 0
92124 LIV 5
90024 NEP 1
93545 ALZ 0
93238 OTH 4
94924 ALZ 1
95689 ALZ 0
92059 OTH 4
91606 HOM 4
95210 HTD 66
92070 INJ 1
90029 ALZ 4
95603 HTD 87
91201 STK 5
95658 CAN 18
92242 NEP 0
92086 LIV 0
90077 HYP 0
95123 ALZ 11
95476 SUI 3
93436 LIV 4
92301 PNF 2
94301 HOM 0
94556 OTH 20
92111 ALZ 7
90716 INJ 4
94111 LIV 0
94602 INJ 10
95670 NEP 0
91754 ALZ 8
90805 LIV 12
92621 HTD 2
92691 DIA 7
95050 CLD 14
94709 STK 3
95638 NEP 0
93065 SUI 5
96024 HYP 0
92120 HOM 0
91731 HTD 47
90290 HOM 0
90032 HYP 5
93305 INJ 15
96140 SUI 0
91741 DIA 6
96056 PNF 1
92273 STK 1
95010 PNF 4
95556 INJ 0
90212 PNF 3
90012 HYP 2
91906 OTH 7
94530 CAN 46
91331 DIA 21
92844 NEP 0
91354 OTH 10
90304 INJ 9
93955 CLD 12
92211 CAN 98
91913 LIV 2
94019 DIA 3
94019 STK 5
94804 INJ 8
92869 INJ 7
92065 ALZ 15
91205 PNF 13
90063 SUI 0
92614 ALZ 4
92129 DIA 5
94555 HOM 0
94124 CLD 9
95032 SUI 3
93255 HTD 1
95203 NEP 0
95819 NEP 3
92651 HOM 0
95671 DIA 0
95932 CAN 15
95531 NEP 1
91384 STK 5
92019 SUI 4
93444 ALZ 1
94305 HYP 0
95003 STK 14
90212 OTH 10
92672 HYP 2
95111 CAN 63
93101 CLD 6
93618 STK 9
94598 INJ 3
92119 STK 12
94127 INJ 3
92252 INJ 3
93257 OTH 103
92620 PNF 4
95367 OTH 10
93722 HYP 5
92029 PNF 1
94063 OTH 22
93305 NEP 0
93703 HTD 65
94535 SUI 1
96022 ALZ 0
95045 SUI 1
95501 NEP 0
95422 CLD 26
90023 ALZ 5
90031 NEP 4
91001 LIV 3
94577 STK 28
90012 HOM 2
91748 LIV 5
95864 CLD 15
94502 LIV 0
95121 PNF 5
95409 HOM 0
94708 ALZ 5
93442 OTH 30
93270 LIV 2
91324 SUI 3
93286 HOM 1
92705 DIA 14
95955 HTD 3
95685 HTD 15
91204 HTD 38
94523 DIA 5
90277 HTD 68
95833 STK 11
92668 DIA 0
95614 CLD 3
92301 CAN 21
91208 NEP 0
93206 STK 2
93212 PNF 3
90706 HOM 4
94580 OTH 34
93510 STK 1
92082 ALZ 6
92508 NEP 0
94925 CLD 3
95451 DIA 4
91001 NEP 0
93205 INJ 2
93933 SUI 2
95368 ALZ 0
92322 CLD 0
95351 CAN 56
90248 NEP 0
95019 OTH 8
92377 DIA 3
94304 NEP 0
94103 LIV 6
94923 CLD 1
94111 INJ 0
94087 LIV 7
95326 CLD 3
93551 PNF 17
95943 HYP 0
94111 ALZ 0
94107 INJ 9
95249 HYP 1
92054 STK 28
91737 SUI 0
96134 CLD 1
92257 HTD 20
95460 HOM 0
95470 CAN 18
96086 CAN 1
90021 STK 3
94037 HOM 0
95630 CAN 69
95437 INJ 7
90265 HOM 0
90249 OTH 29
95381 PNF 0
95603 SUI 5
92561 PNF 0
95237 DIA 0
93527 INJ 1
95551 CAN 3
95696 NEP 0
92667 OTH 0
95462 STK 0
95254 DIA 1
94973 PNF 0
95242 SUI 1
95966 PNF 9
92019 HTD 80
96101 CAN 11
92273 INJ 0
92501 LIV 3
92040 NEP 0
95818 PNF 7
95696 HOM 0
95601 CLD 0
95695 ALZ 23
90041 OTH 31
95458 ALZ 2
95220 INJ 4
93933 ALZ 0
96028 NEP 0
91016 HYP 0
93442 DIA 2
93433 HTD 25
91208 PNF 10
90621 OTH 27
90260 OTH 35
93648 HOM 0
93505 STK 4
95612 LIV 0
94607 HYP 2
90003 INJ 13
95401 INJ 11
94403 OTH 50
93215 HOM 0
95650 HTD 22
92562 STK 24
96019 HOM 0
95916 PNF 0
92081 CAN 43
95963 SUI 1
95313 HYP 0
95694 LIV 0
95230 CAN 2
95116 STK 6
90755 HOM 0
92356 DIA 4
95666 NEP 0
93306 SUI 7
90712 ALZ 5
93234 PNF 0
95344 OTH 1
95458 CLD 8
90016 OTH 69
94131 HOM 0
92373 HYP 6
93235 CAN 3
95225 SUI 0
90006 INJ 16
90502 HTD 43
96161 LIV 0
94080 PNF 15
93602 STK 7
95471 PNF 1
95467 HOM 0
93426 DIA 0
90703 LIV 3
91739 INJ 4
91744 PNF 18
91785 STK 0
92281 HTD 6
95982 NEP 0
95054 INJ 2
95134 CLD 2
92503 SUI 4
92111 SUI 7
93516 HYP 0
91915 SUI 2
93526 NEP 0
90402 HTD 32
95678 STK 20
95669 LIV 0
92009 HOM 1
95020 CAN 73
90006 PNF 12
95701 HTD 2
95117 OTH 29
91745 INJ 5
91356 STK 20
92243 SUI 8
93252 HOM 0
94510 HYP 3
95427 ALZ 0
95687 CAN 130
95450 CLD 0
92625 STK 14
96091 PNF 0
93905 STK 16
90606 HYP 1
91105 SUI 1
96056 OTH 3
93621 DIA 1
93527 STK 2
92870 CLD 10
96128 PNF 0
94585 PNF 12
95542 STK 0
94612 CLD 4
95693 DIA 1
92201 NEP 2
95916 HOM 0
94020 HTD 1
90278 LIV 4
92329 NEP 0
90260 HYP 2
92242 STK 0
91436 SUI 2
95452 CAN 6
92154 DIA 25
95322 LIV 1
90621 HTD 29
92286 HOM 0
95628 NEP 0
95333 SUI 0
92064 CAN 69
93309 DIA 13
96109 INJ 1
90059 HOM 0
90010 NEP 0
95441 SUI 0
92101 DIA 3
90022 DIA 26
94611 HTD 51
90505 DIA 7
92504 DIA 18
95912 PNF 1
90623 HYP 0
94037 PNF 0
93060 SUI 1
93063 STK 14
90305 CLD 9
95542 DIA 2
94520 HYP 0
91791 DIA 8
92845 PNF 2
95139 SUI 1
90623 CAN 25
92675 CLD 9
92029 CLD 11
95618 HYP 0
91942 NEP 0
92024 HTD 80
90077 ALZ 1
96104 HYP 0
92236 HTD 25
92118 STK 11
95248 SUI 0
90804 LIV 3
91902 CAN 32
93202 HOM 0
90680 HOM 0
92020 CLD 39
95543 STK 0
95037 DIA 7
94521 CAN 66
96021 OTH 32
92154 ALZ 8
92845 CAN 37
92029 NEP 0
92368 HTD 0
90803 HTD 70
92345 ALZ 14
92054 PNF 16
94131 SUI 3
95224 CAN 1
92258 CLD 1
92131 OTH 29
92082 HTD 33
95205 OTH 54
95237 NEP 0
93637 HOM 3
94401 ALZ 14
90047 DIA 15
92109 ALZ 7
93312 HYP 11
90254 NEP 0
90025 CAN 47
90033 SUI 2
90803 HOM 0
94301 LIV 0
90680 DIA 13
95833 NEP 0
93223 OTH 12
95567 STK 0
92614 CLD 2
92701 CAN 29
94901 HTD 103
92210 HTD 19
92801 HYP 3
95436 INJ 4
95988 PNF 4
95934 LIV 0
91204 INJ 3
92054 SUI 9
93650 HOM 0
93656 CAN 8
